Timestamp,C1,S1,S2,S3,S4,S5,S6,S7,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10a,Q11_fit,Q11_return,Q11_price,Q11_occasion,Q11_social,Q12,D1,D2,D3,D4,Q13
8/15/2026 20:26:54,"Yes, continue",Yes,Woman,Under 24,Delhi,81+,Yes,About weekly,I just liked it — not sure I’ll buy,No,I was never really going to buy it,Nothing — I was just bookmarking,Nothing — I don’t intend to buy it,I have everything I need,No,YouTube haul / try-on,Don’t buy — leave it wishlisted,Not sure,2,2,2,2,3,A moodboard / Pinterest,"5'2""–5'5""",L,No — ethnic runs different,Mostly workwear,"Don’t convert my moodboard. Half of this list is pretty, not a cart."
8/16/2026 2:01:52,"Yes, continue",Yes,Woman,24–32,Hyderabad,15–40,Yes,About weekly,I meant to buy it soon,Yes,I don’t know if it will fit me / this brand’s cut,"Fit on my body / height, Which size to pick","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page), Return / seal-tag / exchange-only written as a sentence on the card, A friend telling me to buy it","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height, Ethnic size vs my top size, labelled separately",No,"WhatsApp / send photos to friends or family, YouTube haul / try-on","Only buy brands I have kept before, Read 50+ reviews on the product page",Yes,5,3,2,2,2,A shopping list I intend to buy from,"5'2""–5'5""",XS,No — ethnic runs different,Mostly workwear,Cropped blazer. Shoulders. I still don’t know. So it sits.
8/16/2026 2:06:26,"Yes, continue",Yes,Woman,24–32,Coimbatore,15–40,Yes,About weekly,I meant to buy it soon,Yes,"I’m worried about returns, exchange-only, or a seal tag","Whether I can return or exchange it, Whether the next size exists, Fit on my body / height","Return / seal-tag / exchange-only written as a sentence on the card, A kept-vs-returned story from people my size and height, on the wishlist card","Return policy in words, not an icon, Whether Try and Buy exists on this SKU, How this sat on someone near my height",Yes — I will buy one of them,"WhatsApp / send photos to friends or family, YouTube haul / try-on","Only buy brands I have kept before, Read 50+ reviews on the product page, Wait for a sale so a failed return hurts less, Don’t buy — leave it wishlisted",Yes,4,5,3,2,2,A shopping list I intend to buy from,"5'2""–5'5""",M,No — ethnic runs different,Mix of workwear and occasion,Exchange-only should scream before I get attached. I found it too late.
8/16/2026 4:35:32,"Yes, continue",Yes,Man,33–40,Mumbai,41–80,Yes,Most days,I meant to buy it soon,Yes,I don’t know if it will fit me / this brand’s cut,"Fit on my body / height, Which size to pick","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page)","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height, Ethnic size vs my top size, labelled separately",No,"WhatsApp / send photos to friends or family, YouTube haul / try-on","Only buy brands I have kept before, Read 50+ reviews on the product page, Ask a friend their size in that brand",Yes,5,3,2,2,2,A shopping list I intend to buy from,"Above 5'8""",M,No — ethnic runs different,Mostly casual / trends,Ethnic L is not my top M. The heart treats them as the same.
8/16/2026 8:57:04,"Yes, continue",Yes,Woman,24–32,Coimbatore,15–40,Yes,Most days,Waiting for a sale or price drop,Yes,I’m waiting for a sale or discount,"Price, Whether I can return or exchange it","A coupon or sale, A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page)","How this sat on someone near my height, Return policy in words, not an icon",Yes — but I may buy none,"WhatsApp / send photos to friends or family, YouTube haul / try-on","Only buy brands I have kept before, Read 50+ reviews on the product page, Wait for a sale so a failed return hurts less, Don’t buy — leave it wishlisted",No,3,4,5,2,4,A shopping list I intend to buy from,"Above 5'8""",S,No — ethnic runs different,Mostly occasion / ethnic,
8/16/2026 9:27:00,"Yes, continue",Yes,Woman,24–32,Bengaluru,15–40,Yes,About weekly,I meant to buy it soon,Yes,I don’t know if it will fit me / this brand’s cut,"Fit on my body / height, Which size to pick, Whether I can return or exchange it","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page), Return / seal-tag / exchange-only written as a sentence on the card, A friend telling me to buy it","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height, Ethnic size vs my top size, labelled separately",No,"WhatsApp / send photos to friends or family, YouTube haul / try-on","Only buy brands I have kept before, Read 50+ reviews on the product page, Ask a friend their size in that brand, Order two sizes",Yes,5,3,2,2,4,A shopping list I intend to buy from,"5'2""–5'5""",M,I don’t buy ethnic on Myntra,Mostly workwear,
8/16/2026 18:22:25,"Yes, continue",Yes,Man,24–32,Hyderabad,15–40,Yes,About weekly,I meant to buy it soon,Yes,I don’t know if it will fit me / this brand’s cut,"Fit on my body / height, Which size to pick","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page)","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height",No,"WhatsApp / send photos to friends or family, YouTube haul / try-on, Order two sizes and return one (or used to)","Only buy brands I have kept before, Read 50+ reviews on the product page, Ask a friend their size in that brand",Yes,5,3,2,2,2,A shopping list I intend to buy from,"5'2""–5'5""",L,"Yes, same letter",Mix of workwear and occasion,Office trousers: rise and thigh. Wishlist has neither.
8/16/2026 18:39:43,"Yes, continue",Yes,Woman,24–32,Hyderabad,41–80,Yes,Most days,I meant to buy it soon,Maybe,I don’t trust the size chart,"Which size to pick, Fit on my body / height","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page), Return / seal-tag / exchange-only written as a sentence on the card","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height",No,"WhatsApp / send photos to friends or family, YouTube haul / try-on, Instagram","Only buy brands I have kept before, Read 50+ reviews on the product page, Ask a friend their size in that brand, Don’t buy — leave it wishlisted",Yes,5,3,2,2,2,A mix,"5'2""–5'5""",M,No — ethnic runs different,Mix of workwear and occasion,
8/17/2026 11:13:20,"Yes, continue",Yes,Woman,24–32,Hyderabad,41–80,Yes,About weekly,I meant to buy it soon,Maybe,I don’t trust the size chart,"Which size to pick, Fit on my body / height","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page)","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height, Ethnic size vs my top size, labelled separately",Yes — I will buy one of them,"WhatsApp / send photos to friends or family, YouTube haul / try-on, Visit a store to touch fabric or try a similar cut, Order two sizes and return one (or used to)","Only buy brands I have kept before, Read 50+ reviews on the product page, Ask a friend their size in that brand, Don’t buy — leave it wishlisted",Yes,5,3,2,2,2,A mix,"5'2""–5'5""",M,No — ethnic runs different,Mostly occasion / ethnic,
8/17/2026 12:21:07,"Yes, continue",Yes,Woman,24–32,Delhi,41–80,Yes,About weekly,I meant to buy it soon,Yes,I don’t know if it will fit me / this brand’s cut,"Fit on my body / height, Which size to pick, Whether I can return or exchange it","A kept-vs-returned story from people my size and height, on the wishlist card, A suggested size that stays with the saved item (not only on the product page)","How this sat on someone near my height, Whether people who wear my usual size kept it, Length / crop / rise for my height",Yes — I will buy one of them,"WhatsApp / send photos to friends or family, YouTube haul / try-on, Visit a store to touch fabric or try a similar cut","Only buy brands I have kept before, Read 50+ reviews on the product page, Don’t buy — leave it wishlisted",Yes,5,3,2,2,2,A shopping list I intend to buy from,"5'2""–5'5""",M,"Yes, same letter",Mostly occasion / ethnic,Between M and L. I postpone until I feel sure. I never feel sure.
